,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.34507084,0.4521693,0.596347,0.7814843,0.3138298,0.3793151,0.5646376,0.76519364,0.14347377,0.24612421,0.19186993,0.15873379,0.80415195,0.7877357,1.2427908,1.1455384
1,0.30577534,0.3660771,0.56159914,0.7163178,0.27339736,0.2905,0.5125832,0.6907145,0.13693954,0.22276044,0.22946033,0.18980174,0.77383894,0.78517705,1.3442277,1.1119539
2,0.35279104,0.43827063,0.6247389,0.7861065,0.32216337,0.38712052,0.58123213,0.7681602,0.14377855,0.20547226,0.22905877,0.16701287,0.9080651,0.71930534,1.396054,1.1795125
3,0.3893426,0.5000956,0.7125267,0.8523047,0.372153,0.4760983,0.68928087,0.84319144,0.1144107,0.15305571,0.1805164,0.12430407,0.74575114,0.74954695,1.4043703,1.1190968
4,0.2977876,0.38065624,0.49176553,0.6955777,0.25455782,0.30362272,0.4375673,0.66767985,0.15452437,0.22959186,0.2244286,0.19501773,0.72791016,0.7383182,1.2335863,1.1894002
5,0.3034952,0.38601258,0.5062344,0.7011081,0.2661473,0.31014118,0.45811722,0.6733321,0.14585936,0.22982205,0.215411,0.19538803,0.83214116,0.74784845,1.2012753,1.1192878
6,0.29874086,0.36239353,0.5259594,0.73652965,0.2662116,0.29946405,0.48747715,0.70824534,0.13556357,0.2040842,0.19748233,0.20214956,0.7335357,0.7215999,1.4473443,1.1691808
7,0.28211877,0.34267074,0.5092041,0.71442866,0.2522301,0.27851245,0.4743061,0.69172484,0.12637626,0.1996348,0.18526338,0.17867568,0.7603509,0.7256261,1.2530724,1.1304958
8,0.27610832,0.317031,0.4823722,0.72114897,0.24788862,0.25454688,0.4526878,0.707895,0.12160194,0.18898293,0.16660346,0.13762462,0.6863043,0.7126513,1.4497883,1.1574233
9,0.36669052,0.46017137,0.6677416,0.80152893,0.34276837,0.4180943,0.63745844,0.7896569,0.13027579,0.19223641,0.19881041,0.13744314,0.7678596,0.76838875,1.4428797,1.1468818
10,0.26821917,0.3228443,0.5028107,0.6860036,0.238936,0.26254117,0.47689438,0.67121166,0.12186511,0.18788445,0.15934367,0.14168938,0.6804202,0.7116231,1.1224322,1.0543127
11,0.26680917,0.32208896,0.48579583,0.71348786,0.23799825,0.26384872,0.45706284,0.6973978,0.12059834,0.18472996,0.16459389,0.1506693,0.6874259,0.7123779,1.4241494,1.2120199
12,0.26396304,0.32204166,0.49123403,0.7241393,0.23691514,0.26309237,0.46723503,0.70565283,0.1163946,0.18572357,0.15166506,0.16257833,0.61729133,0.7130431,1.2438298,1.3852248
13,0.30194095,0.37948442,0.5542896,0.76421595,0.27507478,0.32813212,0.5191573,0.74928206,0.124507815,0.19062456,0.19419736,0.15034087,0.94054544,0.7677288,1.4101421,1.1544021
14,0.28142208,0.34356838,0.5037936,0.72370243,0.25169322,0.28396732,0.46725488,0.70859206,0.12589245,0.19339542,0.18836369,0.1471139,0.82715714,0.73158544,1.4480728,1.1751859
15,0.28860134,0.36271998,0.4529139,0.6978291,0.26162314,0.30500796,0.4281283,0.679262,0.12183624,0.19630569,0.14777403,0.15990208,0.638515,0.7023354,1.3567855,1.1262144
16,0.3786835,0.4965047,0.7540157,0.8847854,0.35996762,0.4754179,0.7239941,0.8768904,0.117577694,0.14315979,0.21064708,0.11793374,0.96411395,0.79004765,1.2422082,1.2385552
17,0.2927874,0.36996958,0.4887328,0.720957,0.26847875,0.31827727,0.46398562,0.7072679,0.11680592,0.18861882,0.15354836,0.13982517,0.7093619,0.7206338,1.1661735,1.1023344
18,0.3431612,0.46591088,0.8311646,0.93444,0.31354353,0.42345932,0.8117784,0.93023056,0.13946347,0.19430684,0.17846674,0.08859626,0.55387753,0.66401017,1.1314049,1.1651946
19,0.2564591,0.3202928,0.46194866,0.68608207,0.23345733,0.26526913,0.4353128,0.6726496,0.1061553,0.17949864,0.15459402,0.13509661,0.61723995,0.695735,1.0252182,1.1413532
20,0.27719316,0.3410617,0.46328205,0.6897466,0.25208285,0.2819609,0.43033013,0.67323637,0.11528349,0.19188836,0.17159902,0.15001065,0.6827857,0.7022708,1.1527724,1.222652
21,0.28494784,0.36446294,0.49671692,0.69797856,0.2565217,0.30736017,0.46384478,0.6792102,0.12406408,0.19586462,0.17769562,0.1607717,0.7654638,0.7284777,1.4144878,1.186859
22,0.40055937,0.5155427,0.83112407,0.9389541,0.38471726,0.49539053,0.80833006,0.9341233,0.11153674,0.14273225,0.19331256,0.095123746,0.76636946,0.7523346,1.3867128,1.1739388
23,0.2729107,0.34125602,0.44422022,0.71280134,0.24815585,0.28278074,0.4148282,0.6995306,0.113573454,0.19102545,0.15889987,0.13690409,0.7683801,0.747235,1.3418905,1.1328495
24,0.2582648,0.32536742,0.42294958,0.673484,0.23240027,0.26636174,0.3998269,0.6584438,0.11265353,0.18685657,0.1379303,0.14153622,0.6357918,0.6972978,1.0099638,1.1332792
25,0.27308822,0.3339231,0.44926795,0.70066154,0.24754043,0.27418935,0.41994137,0.6835031,0.11532955,0.19059078,0.1596588,0.15411082,0.71467656,0.7178201,1.2053895,1.2191278
26,0.26524463,0.33050695,0.4057792,0.6650612,0.24072216,0.27302197,0.3782901,0.6472955,0.11138917,0.18626286,0.1468107,0.15269226,0.6631939,0.7046285,1.1742637,1.1726859
27,0.28202954,0.33651233,0.46446955,0.70038825,0.25773835,0.28269967,0.43532035,0.6844086,0.1145059,0.18254161,0.16195112,0.1487566,0.67204,0.71001583,1.4034189,1.1831776
28,0.3217677,0.4072377,0.57632947,0.7737232,0.29776978,0.36121517,0.53144354,0.75760955,0.1219328,0.18805891,0.22298749,0.15708387,0.7691306,0.74448234,1.4739015,1.2508916
29,0.27632615,0.3346783,0.4495141,0.6904734,0.25170013,0.27817413,0.41797343,0.67498416,0.11403148,0.18608789,0.16541198,0.14543009,0.80086553,0.74276847,1.1547501,1.2130164
30,0.2674378,0.3478259,0.40270892,0.6842095,0.24181587,0.28914925,0.37337562,0.6716294,0.11422809,0.19332762,0.15088105,0.13060072,0.76551545,0.7101123,1.1932961,1.1012871
31,0.2871528,0.37636766,0.48295465,0.697707,0.26053286,0.3208129,0.4373412,0.6774722,0.12074499,0.19680366,0.20488499,0.16681276,0.73720473,0.7280256,1.3296882,1.1020135
32,0.27659893,0.3636471,0.39630577,0.67091465,0.2501617,0.30723822,0.3748638,0.65309745,0.11800887,0.19453509,0.12859002,0.15359092,0.6370275,0.6857846,1.224863,1.1677117
33,0.26865876,0.3410887,0.4522999,0.73034024,0.24361978,0.28672323,0.41868696,0.71685714,0.11325603,0.18474661,0.17110352,0.13968796,0.67882764,0.73234886,1.2703938,1.1839043
34,0.28625768,0.36164925,0.47856438,0.7222535,0.26273733,0.3103063,0.44013947,0.70565253,0.113633424,0.1857422,0.18788593,0.15396312,0.76222205,0.74228656,1.4404727,1.244986
35,0.271917,0.3375661,0.42039794,0.7020038,0.24852365,0.28436443,0.39713204,0.6902357,0.11033966,0.18190035,0.13791503,0.12800005,0.66328335,0.69023025,1.1876948,1.1089255
36,0.27312195,0.35275176,0.4262694,0.6846332,0.24898998,0.2978363,0.40051702,0.66699654,0.112247914,0.18901676,0.14591688,0.15439637,0.56775236,0.7003862,1.0026836,1.1325692
37,0.2772522,0.35229433,0.45732772,0.7293015,0.25379628,0.30457175,0.4255277,0.71413213,0.1116075,0.17705183,0.1675555,0.14797308,0.6678522,0.70417225,1.5774951,1.1982539
38,0.26277608,0.33032227,0.4163646,0.7162179,0.24055398,0.27442926,0.38864866,0.70412105,0.105759434,0.18385151,0.14937103,0.13107859,0.6026646,0.6891663,1.3412377,1.1990924
39,0.27346838,0.341954,0.4231038,0.68062305,0.25196803,0.2866729,0.39610106,0.66843176,0.10628763,0.18641667,0.14873052,0.1282448,0.6960394,0.71318233,1.0686584,1.2012984
40,0.26328936,0.33558032,0.40898776,0.66853803,0.24092415,0.27942702,0.38257653,0.65463257,0.10619251,0.18583511,0.14458977,0.13564406,0.62191594,0.73022854,1.1320404,1.1536391
41,0.28600773,0.36484894,0.47503194,0.71523976,0.2629281,0.31636214,0.4406827,0.6997935,0.11255767,0.18174088,0.17735302,0.14784105,0.706742,0.7262712,1.3507692,1.1501546
42,0.25363407,0.3184212,0.3859895,0.65259933,0.23037383,0.26033837,0.35746008,0.6387945,0.10610438,0.18334669,0.14563708,0.13351983,0.84881115,0.7184063,1.0262774,1.0928074
43,0.25925857,0.32386622,0.4140146,0.6939553,0.23784526,0.26675463,0.38240904,0.6783192,0.103172906,0.1836608,0.15865506,0.14648202,0.71417063,0.7233012,1.3514148,1.1777711
44,0.26598576,0.3353929,0.41017586,0.637474,0.24251199,0.28429708,0.3858053,0.6181327,0.10925362,0.17794257,0.1392785,0.15583675,0.7426946,0.7471881,1.0646285,1.0841963
45,0.26694357,0.33215263,0.41088495,0.6694514,0.24447756,0.2777361,0.3784403,0.6511354,0.10718952,0.18217582,0.16002935,0.15552454,0.7711272,0.71122766,1.360697,1.1250513
46,0.26256543,0.3243698,0.39864367,0.6661981,0.24027032,0.2673219,0.3724694,0.6486156,0.105881,0.18372464,0.14206803,0.15204501,0.6680402,0.71201646,1.1552548,1.1461325
47,0.25420415,0.3237699,0.39663854,0.6372658,0.2306688,0.26753467,0.37457085,0.6229341,0.10682535,0.18235171,0.13045622,0.13439065,0.71375316,0.6814347,1.0077173,1.0653888
48,0.25879246,0.3261355,0.37492347,0.6382224,0.23300035,0.26689133,0.34090742,0.6181147,0.11262488,0.18743895,0.15604402,0.1589403,0.7360333,0.7325209,1.2535732,1.1979465
49,0.24928243,0.3220466,0.4044066,0.66438985,0.22712126,0.26299843,0.3808635,0.6509289,0.10275048,0.18586512,0.13596953,0.13306169,0.63754743,0.6804822,1.0220373,1.1633765
50,0.25602406,0.3201795,0.37984934,0.6492501,0.22911221,0.25936848,0.34926632,0.6332013,0.1142625,0.18773094,0.14932702,0.14346361,0.6771302,0.7258942,0.9633492,1.1101313
51,0.26452148,0.3277779,0.41308182,0.68449634,0.24145791,0.26864728,0.38003138,0.66995084,0.108026296,0.18779504,0.16190353,0.14036083,0.64151126,0.722539,1.4735267,1.2042276
52,0.25121087,0.3145446,0.3844568,0.6597241,0.22795275,0.25404626,0.3533447,0.64382565,0.10556723,0.18546914,0.1515076,0.14395984,0.6150525,0.7229984,1.2359594,1.1505554
53,0.2563937,0.31287253,0.36937606,0.62284994,0.2351275,0.2545262,0.34290344,0.6079805,0.102238856,0.18194954,0.13731682,0.13528395,0.6169566,0.70216864,1.0405008,1.0292112
54,0.2514748,0.32363477,0.3782539,0.6538052,0.22918703,0.2659684,0.34546703,0.6351457,0.103503,0.18439162,0.15404074,0.15508443,0.64269716,0.701141,1.0599473,1.1817273
55,0.25578338,0.3045136,0.39770374,0.6049654,0.23619954,0.24346526,0.3725525,0.5860224,0.09815764,0.18290219,0.13918656,0.15020278,0.6115434,0.72436863,0.9854419,1.0835329
56,0.23708618,0.3007031,0.3548769,0.644542,0.21349865,0.24459308,0.33051017,0.63100547,0.10309307,0.1749188,0.12923095,0.13140196,0.55531484,0.67435926,0.9380553,1.0092807
57,0.25319716,0.32149014,0.40255114,0.63740325,0.23138313,0.2598012,0.37171945,0.6196382,0.102813646,0.18936537,0.15450585,0.14943695,0.62541944,0.7342401,1.3361444,1.1432976
58,0.24187976,0.30278274,0.36325943,0.61121243,0.2199014,0.24575606,0.33620724,0.5937126,0.1007432,0.17686531,0.1375577,0.14521004,0.6169265,0.72932225,0.96748567,1.0395101
59,0.2781888,0.35206017,0.4212007,0.68680507,0.259942,0.2995718,0.39154798,0.67290956,0.09909167,0.1849408,0.15524238,0.13745506,0.7114582,0.69004667,1.2347237,1.1733302
60,0.24471554,0.31475395,0.35005504,0.6494053,0.22217819,0.2582614,0.32609174,0.6343142,0.1025795,0.17991969,0.1272899,0.13918598,0.5899583,0.71898,0.88425785,1.0568022
61,0.26419353,0.33690697,0.42806867,0.6311834,0.24299134,0.28076264,0.3968726,0.6086489,0.10369869,0.18622202,0.16042104,0.16714974,0.61564755,0.7458165,1.3856193,1.2372628
62,0.2685892,0.34264758,0.40243146,0.672109,0.24930738,0.2902677,0.37179115,0.6519554,0.09992996,0.182077,0.15402088,0.16335422,0.66284525,0.72831875,1.1531286,1.1538312
63,0.2932612,0.3812161,0.5077066,0.7293452,0.27091646,0.3336653,0.4625472,0.7084857,0.11227822,0.18437237,0.20932284,0.17318322,0.741712,0.7425559,1.1727556,1.1241027
64,0.2411566,0.31499738,0.37330303,0.63878196,0.21876208,0.25911975,0.34968272,0.6210414,0.101487234,0.17910977,0.13067956,0.14949909,0.61179215,0.7149525,1.0322531,1.0921707
65,0.2265122,0.29208198,0.36995047,0.64738256,0.20534368,0.23163159,0.345507,0.63269305,0.095612474,0.17792888,0.13224322,0.13712643,0.5447078,0.7333967,0.9265839,1.0979364
66,0.24822085,0.32753253,0.40060455,0.6345343,0.22716263,0.26785058,0.37326407,0.61237735,0.10005364,0.18850362,0.14545766,0.16621602,0.62867194,0.7414491,1.0790572,1.0846504
67,0.25022483,0.31932548,0.41412443,0.6696188,0.2276582,0.26534867,0.38879895,0.6527792,0.10384701,0.17764811,0.14259882,0.14922677,0.67432207,0.73008645,0.9764832,1.1536138
68,0.24361202,0.30920222,0.36308548,0.6337336,0.22353582,0.25008336,0.34124154,0.61543757,0.09684291,0.181836,0.12403742,0.15117808,0.5652756,0.7179603,0.8437381,1.1083288
69,0.23245977,0.2992854,0.3437901,0.59424955,0.21171303,0.24111655,0.32080662,0.57561445,0.095995486,0.17729795,0.12359107,0.14765014,0.74267024,0.7426039,0.9803197,1.0705683
70,0.25281367,0.33068514,0.3836739,0.65045744,0.23304968,0.27829736,0.35806966,0.6360556,0.09799285,0.17861478,0.13781068,0.1361182,0.76735103,0.7086677,0.95696473,1.0422039
71,0.2529067,0.33595055,0.37701637,0.63259554,0.23242898,0.2797485,0.35030496,0.6150643,0.09969241,0.18602031,0.13938355,0.14789526,0.61564523,0.7025267,1.122302,1.1969103
72,0.26400343,0.33692646,0.4429374,0.69678986,0.24376413,0.2838598,0.41524687,0.6836037,0.101374805,0.18150224,0.15415436,0.13491493,0.72682846,0.720473,1.1538968,1.1855806
73,0.2422431,0.3084273,0.3466483,0.5983024,0.22066045,0.24985304,0.32147208,0.580438,0.099953406,0.1808338,0.12969483,0.14511211,0.58988285,0.68399256,0.96512717,1.0292563
74,0.26153162,0.34331822,0.4338786,0.64565545,0.24064729,0.291721,0.407034,0.62091726,0.1024093,0.18101458,0.15024632,0.17701046,0.64235747,0.7250802,1.1751364,1.1911608
75,0.256777,0.33542678,0.427724,0.6725955,0.23624477,0.27717403,0.3918836,0.65501165,0.100612275,0.18890654,0.1713915,0.15278886,0.711352,0.72222763,1.5306957,1.1305997
76,0.2546365,0.33377925,0.40376323,0.66082686,0.23441121,0.2799401,0.3752541,0.64203703,0.09945419,0.18177491,0.14902727,0.15646258,0.6156895,0.7456389,1.0866303,1.2502052
77,0.25044528,0.31630227,0.38068628,0.6576687,0.23137717,0.25772113,0.35576698,0.63715374,0.095851116,0.18337654,0.13546917,0.16298237,0.60079145,0.71164435,1.1036438,1.2565093
78,0.25674424,0.3411726,0.4086349,0.6636806,0.23731099,0.28968206,0.3834564,0.6397226,0.09798518,0.18023057,0.14122202,0.1767116,0.5822072,0.7138543,1.0396713,1.2561452
79,0.24335682,0.30465505,0.34138244,0.59326375,0.22289775,0.24853435,0.32068726,0.5748294,0.09766849,0.17619698,0.1170541,0.1467413,0.55464864,0.67052686,0.89438224,1.2026731
80,0.2545935,0.32586482,0.4160753,0.66497993,0.23444484,0.27176604,0.38249284,0.64502895,0.09926466,0.17980853,0.16376157,0.1616663,0.67990816,0.75239223,1.2138395,1.1454045
81,0.25487083,0.3280589,0.34817025,0.61481684,0.23472673,0.26905954,0.32298246,0.5909302,0.09931017,0.18769549,0.13001865,0.16970918,0.575964,0.7084008,1.026408,1.0921205
82,0.24076162,0.29696566,0.3581751,0.5679972,0.22079884,0.23195481,0.3379223,0.54366213,0.09598975,0.18543348,0.11873463,0.16447584,0.7070456,0.67618865,0.85247815,1.0429761
83,0.23782298,0.31331792,0.35149458,0.6266186,0.21650857,0.2554387,0.32277817,0.610166,0.09840633,0.18143648,0.13914993,0.14264767,0.5039871,0.66891897,1.1916453,1.0662433
84,0.2517907,0.32088986,0.38447952,0.6574911,0.2296271,0.2599804,0.35734677,0.6396748,0.103295445,0.18809703,0.14187242,0.15202203,0.7099487,0.77801096,1.0810127,1.0918072
85,0.25415447,0.34243733,0.3842473,0.64364034,0.23432736,0.29037523,0.36029735,0.62803787,0.09841335,0.1815091,0.13353583,0.14085925,0.6033015,0.70925665,1.0911764,1.0923984
86,0.25956783,0.33194065,0.41664714,0.67323667,0.23955965,0.27711952,0.39143723,0.6545923,0.09993312,0.18272759,0.14272954,0.15734202,0.77610725,0.73431563,1.2419052,1.1358564
87,0.24977386,0.3221122,0.37892425,0.61868066,0.2252164,0.26465505,0.3541105,0.5959096,0.108002566,0.18361369,0.13486783,0.16630547,0.6257274,0.717489,1.0305214,1.1102754
88,0.24745718,0.304842,0.39300674,0.6014561,0.22739932,0.24286145,0.3698988,0.57749754,0.09759408,0.184247,0.1327749,0.16806552,0.74268305,0.7059762,0.9940783,1.1568998
89,0.24623077,0.32295448,0.42411,0.6273518,0.22639306,0.25705302,0.4019287,0.6043626,0.09682857,0.19550788,0.13536106,0.16827388,0.7533417,0.7155945,1.4417521,1.1563649
90,0.24084628,0.30015483,0.36224192,0.5871214,0.22204119,0.23817012,0.3415305,0.56803685,0.09329866,0.18266888,0.12073162,0.14847793,0.57611674,0.71173584,0.96735096,1.0369653
91,0.2613931,0.33450904,0.3997357,0.63888216,0.24113376,0.280046,0.3702512,0.61538506,0.100900225,0.18294954,0.15067402,0.1716731,0.702564,0.69906735,1.1106286,1.2029243
92,0.25846934,0.3328069,0.39695656,0.65281874,0.23751365,0.27077174,0.3693366,0.630494,0.10194936,0.19350214,0.14548191,0.169262,0.56516576,0.7306451,1.0359205,1.2298529
93,0.25189862,0.32634535,0.392688,0.62444335,0.22817521,0.26272583,0.36268613,0.6002098,0.106719196,0.19358832,0.15054119,0.17227222,0.6013333,0.7020424,1.1931999,1.4116324
94,0.2433428,0.31622472,0.36540988,0.6121059,0.22236785,0.25485823,0.3412418,0.5915223,0.0988345,0.18720403,0.13068444,0.15740074,0.6099026,0.6797295,0.9983547,1.0280046
95,0.26167703,0.34326148,0.3857919,0.6137932,0.24057263,0.2899086,0.35225013,0.593882,0.10295476,0.18379731,0.15733796,0.15506843,0.55790514,0.68300295,1.0955535,1.1351439
96,0.24721368,0.3198304,0.36735195,0.63533,0.22706924,0.2612617,0.34163314,0.6169577,0.097745374,0.18448253,0.1350343,0.1516819,0.670286,0.6951416,1.023061,1.0832963
97,0.256492,0.3376246,0.3974308,0.62609047,0.2378049,0.28789952,0.36708564,0.604759,0.09610911,0.17636396,0.15231343,0.16203654,0.5472632,0.7082537,1.2271852,1.2128134
98,0.24684082,0.3234211,0.3769352,0.59893954,0.2267728,0.26973855,0.35282522,0.5777775,0.09749095,0.17844416,0.13264434,0.15780284,0.6196978,0.7210015,0.9042659,1.2266793
99,0.23617592,0.30514455,0.3711395,0.5904999,0.21412234,0.24353066,0.34395877,0.5664451,0.09965284,0.18386412,0.1394162,0.16682348,0.5536936,0.69916075,1.1097704,1.1015006
100,0.2481239,0.32755625,0.36393076,0.61107415,0.22770071,0.273814,0.33622783,0.58777833,0.09857916,0.17977487,0.13927115,0.16711742,0.54140747,0.7182364,0.9079008,1.0838436
101,0.2503979,0.32715535,0.39340246,0.61693895,0.23260032,0.26600447,0.36605558,0.5906405,0.0927157,0.19045275,0.14411384,0.17820635,0.73309636,0.70503956,1.1670483,1.166651
102,0.24125834,0.32211736,0.3675851,0.5807211,0.21982749,0.26142696,0.3449658,0.55471057,0.099405535,0.18819015,0.12695432,0.17185222,0.63471067,0.7019026,0.995523,1.1539689
103,0.24196137,0.31455895,0.34723663,0.6041271,0.22432867,0.25648385,0.31977075,0.58055085,0.09067499,0.18210812,0.13535121,0.16712353,0.6449745,0.6641149,0.84453225,1.0592344
104,0.24914539,0.3275545,0.34926873,0.6156398,0.22688237,0.27229464,0.31970656,0.5913893,0.10294569,0.18206477,0.14062841,0.17108783,0.6275491,0.7189842,1.3079386,1.115774
105,0.26053295,0.3375643,0.4575273,0.6875599,0.23817964,0.2789747,0.41201508,0.661609,0.10558348,0.19005987,0.19893418,0.18711546,0.5908771,0.7508133,1.4269043,1.2603692
106,0.24839635,0.3280175,0.37894753,0.59066683,0.22863686,0.2727535,0.35077974,0.5704631,0.097087234,0.18221146,0.14336947,0.15316385,0.69206303,0.72702175,1.1138134,1.1720791
107,0.2429424,0.31916407,0.41329685,0.64449584,0.22145313,0.26051292,0.38025346,0.62348014,0.09989754,0.18438739,0.16193077,0.16324025,0.6489306,0.71291506,1.3240445,1.1421779
108,0.25260907,0.32434157,0.37160155,0.58990216,0.23605591,0.2700916,0.3471324,0.568995,0.089938566,0.17957726,0.13261521,0.15565762,0.7713023,0.7034281,0.9821383,1.1018755
109,0.2544254,0.33527973,0.40261677,0.64502597,0.23419556,0.27896795,0.37714067,0.62870276,0.09942195,0.18598223,0.14094393,0.14419197,0.6867211,0.69454795,0.9720246,1.1725771
110,0.2515934,0.32088852,0.4314702,0.6649958,0.2323446,0.26194933,0.39741108,0.6409001,0.09651547,0.1853429,0.16802071,0.17738791,0.7142136,0.72842467,1.3533484,1.2598445
111,0.23406968,0.30243614,0.36137325,0.60344666,0.21292754,0.24565691,0.33745024,0.5835744,0.09721358,0.1764095,0.12929794,0.15358648,0.59422857,0.684726,0.9598522,1.102582
112,0.250861,0.32712674,0.4105913,0.61922485,0.22970891,0.27142137,0.38434553,0.60237813,0.10082186,0.18259884,0.14444289,0.14345725,0.71376777,0.7172334,1.1262801,1.1860366
113,0.24797602,0.32183188,0.40205696,0.6421567,0.22612622,0.27046493,0.3672129,0.6240461,0.101779334,0.17442614,0.16372082,0.15143211,0.8273195,0.7467947,1.4584113,1.1400265
114,0.24226983,0.3012652,0.37438542,0.59498256,0.22116552,0.24333233,0.3369765,0.56899095,0.09889632,0.17762348,0.16312961,0.17393543,0.7705431,0.735633,1.0761354,1.1257766
115,0.23995322,0.3239714,0.35418355,0.6380623,0.22037822,0.2681273,0.32982892,0.62032807,0.09492622,0.18183842,0.12906925,0.14938745,0.5187522,0.7190432,0.8274412,1.0899237
116,0.2464101,0.31682062,0.35980108,0.6032767,0.22690164,0.26136974,0.33602172,0.58424217,0.096091546,0.17905633,0.12863213,0.15034603,0.7628665,0.7356623,1.0850685,1.1245388
117,0.2539787,0.31267744,0.41454732,0.6128993,0.23738939,0.25496304,0.37886614,0.5816479,0.090285406,0.1810001,0.16825555,0.19321316,0.5840022,0.6942359,1.0566509,1.3572197
118,0.23916322,0.3088089,0.4159919,0.63686115,0.22127232,0.2565973,0.3800261,0.6102295,0.090761274,0.17181605,0.16920236,0.18224183,0.76979417,0.7133844,1.2296977,1.1689281
119,0.24948986,0.314164,0.39463854,0.6258012,0.23209558,0.25683904,0.3658383,0.5991566,0.091525,0.18092193,0.14799297,0.18066135,0.53498983,0.6913745,0.95606804,1.1706524
120,0.25171545,0.34258348,0.3874951,0.6278762,0.23404156,0.29130727,0.36207733,0.6107636,0.09265645,0.18028733,0.13803071,0.14558972,0.7593129,0.69737524,1.118043,1.3706224
121,0.2443612,0.33411896,0.3661831,0.60757107,0.22559711,0.2841288,0.34147495,0.59047353,0.093906045,0.17580192,0.13223055,0.14312108,0.5801075,0.69103557,0.91347253,0.9861083
122,0.25361976,0.33588558,0.39987144,0.6212798,0.23548426,0.2813328,0.37382025,0.60226417,0.09418147,0.18349655,0.14197043,0.15253328,0.72034013,0.69602144,1.086653,1.2586018
123,0.25165296,0.33202368,0.42804688,0.6748267,0.2330994,0.2800098,0.3937979,0.65133864,0.094836086,0.17842148,0.16777171,0.17649086,0.7368183,0.7125293,1.1389493,1.420694
124,0.25493744,0.3494271,0.40943143,0.6286591,0.23489249,0.29681873,0.3741987,0.6015092,0.09908899,0.18438531,0.16616079,0.18275385,0.6694811,0.72022694,1.2636302,1.210294
125,0.2525123,0.32724047,0.3780785,0.5642134,0.23527713,0.27874598,0.34868652,0.5424015,0.09169042,0.17142636,0.14615425,0.15536211,0.53782433,0.6939902,1.2271409,1.289108
126,0.24318153,0.32250693,0.37854362,0.6032073,0.22376452,0.265436,0.34964865,0.57989836,0.095219195,0.18317875,0.14505541,0.16606298,0.61001503,0.6874681,1.2758837,1.3467261
127,0.25091177,0.33454412,0.39236668,0.5950167,0.232479,0.2861046,0.3641105,0.5713867,0.09439404,0.17338954,0.14620249,0.1660185,0.6609246,0.73630124,1.1764505,1.2635884
128,0.23839542,0.30501202,0.4113725,0.6351497,0.2186674,0.25121185,0.3852851,0.6088129,0.0949576,0.17298828,0.14416207,0.18100262,0.6314456,0.68132293,1.091907,1.1060514
129,0.22754405,0.2938742,0.3401582,0.5724997,0.20826603,0.23954944,0.31226444,0.5424962,0.09166,0.17022961,0.13490187,0.18290368,0.5124843,0.68701756,1.012011,1.0804821
130,0.24411643,0.3167818,0.38811982,0.6422471,0.22625996,0.26051244,0.3609256,0.62154067,0.0916475,0.1802331,0.14272241,0.16176666,0.7176276,0.76076776,1.1804299,1.1868539
